CATEGORY_EVENT,COUNTRY_SRC,IP_DST,IP_SRC,PORT_DST,PORT_SRC
Traffic Log,IT,143.213.94.171,2.33.132.12,7547,48618
Traffic Log,IT,143.212.199.205,2.33.131.254,7547,50547
Traffic Log,IT,143.46.77.254,2.33.135.194,7547,9138
Traffic Log,IT,143.213.67.187,2.33.134.68,7547,12063
Traffic Log,IT,143.213.135.172,2.33.134.72,7547,41395
Traffic Log,IT,143.213.58.74,2.33.134.90,7547,24955
Traffic Log,IT,143.45.236.101,2.33.138.24,7547,35675
Traffic Log,IT,143.214.217.97,2.33.136.88,7547,22181
Traffic Log,IT,150.133.126.124,2.33.135.86,7547,36989
Traffic Log,IT,155.6.190.203,2.33.136.6,7547,21972
Traffic Log,IT,143.45.55.104,2.33.136.16,7547,49311
Traffic Log,IT,143.214.241.237,2.33.136.16,7547,51319
Traffic Log,IT,143.46.184.189,2.33.136.6,7547,48583
Traffic Log,IT,143.213.177.246,2.33.134.72,7547,41395
Traffic Log,IT,143.46.174.149,2.33.132.244,7547,63589
Traffic Log,IT,150.133.242.230,2.33.136.6,7547,21424
Traffic Log,IT,143.213.219.176,2.33.136.11,7547,9040
Traffic Log,IT,150.137.101.195,2.33.135.89,7547,39471
Traffic Log,IT,150.137.76.2,2.33.133.39,7547,13408
Traffic Log,IT,143.212.131.125,2.33.136.6,7547,21424
Traffic Log,IT,155.6.207.192,2.33.138.36,7547,60864
Traffic Log,IT,143.212.8.110,2.33.139.68,7547,7469
Traffic Log,IT,141.190.223.244,2.33.134.160,7547,46175
Traffic Log,IT,141.190.180.142,2.33.137.230,7547,9766
Traffic Log,IT,143.46.90.98,2.33.134.72,7547,41395
Traffic Log,IT,143.212.90.215,2.33.138.21,7547,32949
Traffic Log,IT,155.5.152.25,2.33.136.11,7547,47167
Traffic Log,IT,143.213.58.196,2.33.134.160,7547,5114
Traffic Log,IT,155.5.124.3,2.33.134.100,7547,20731
Traffic Log,IT,150.133.244.40,2.33.135.89,7547,39471
Traffic Log,IT,150.137.130.62,2.33.132.253,7547,12418
Traffic Log,IT,143.214.139.144,2.33.134.183,7547,19178
Traffic Log,IT,143.45.58.233,2.33.131.197,7547,4018
Traffic Log,IT,150.133.210.108,2.33.134.170,7547,12455
Traffic Log,IT,155.6.81.47,2.33.135.86,7547,19243
Traffic Log,IT,155.5.40.241,2.33.138.21,7547,32949
Traffic Log,IT,143.213.18.120,2.33.136.12,7547,29412
Traffic Log,IT,150.133.216.31,2.33.136.25,7547,2586
Traffic Log,IT,141.190.7.250,2.33.136.12,7547,21585
Traffic Log,IT,141.190.191.228,2.33.134.67,7547,41395
Traffic Log,IT,155.5.43.121,2.33.133.160,7547,56108
Traffic Log,IT,155.5.167.230,2.33.138.95,7547,30728
Traffic Log,IT,141.190.11.233,2.33.131.181,7547,54161
Traffic Log,IT,143.212.154.223,2.33.133.80,7547,19300
Traffic Log,IT,150.133.240.86,2.33.132.244,7547,63589
Traffic Log,IT,143.214.20.81,2.33.133.80,7547,51694
Traffic Log,IT,150.133.115.8,2.33.135.194,7547,44059
Traffic Log,IT,141.190.85.70,2.33.133.80,7547,58336
Traffic Log,IT,143.214.130.78,2.33.133.13,7547,18931
Traffic Log,IT,141.190.242.247,2.33.134.186,7547,14825
Traffic Log,IT,155.5.215.209,2.33.133.39,7547,45903
Traffic Log,IT,150.133.84.83,2.33.133.39,7547,26698
Traffic Log,IT,155.6.8.49,2.33.135.89,7547,39471
Traffic Log,IT,143.214.38.253,2.33.135.89,7547,31008
Traffic Log,IT,150.137.175.72,2.33.134.177,7547,28701
Traffic Log,IT,143.46.90.164,2.33.133.13,7547,55385
Traffic Log,IT,143.212.199.205,2.33.131.254,7547,50547
Traffic Log,IT,143.46.23.50,2.33.133.13,7547,41632
Traffic Log,IT,143.213.193.219,2.33.132.194,7547,59793
Traffic Log,IT,143.212.107.79,2.33.136.59,7547,62810
Traffic Log,IT,143.45.239.134,2.33.131.141,7547,35534
Traffic Log,IT,150.137.206.42,2.33.131.230,7547,12027
Traffic Log,IT,155.6.86.61,2.33.131.230,7547,8899
Traffic Log,IT,150.137.31.52,2.33.133.39,7547,47123
Traffic Log,IT,143.46.8.142,2.33.133.160,7547,45457
Traffic Log,IT,150.137.78.237,2.33.136.70,7547,30547
Traffic Log,IT,143.212.193.140,2.33.134.90,7547,25113
Traffic Log,IT,143.214.16.28,2.33.136.52,7547,30665
Traffic Log,IT,141.190.188.90,2.33.133.13,7547,24697
Traffic Log,IT,155.6.7.182,2.33.133.39,7547,47123
Traffic Log,IT,143.213.24.11,2.33.134.100,7547,53281
Traffic Log,IT,143.46.182.139,2.33.134.79,7547,41395
Traffic Log,IT,141.190.41.229,2.33.134.160,7547,14574
Traffic Log,IT,143.212.81.213,2.33.133.12,7547,16802
Traffic Log,IT,143.212.23.18,2.33.131.230,7547,23556
Traffic Log,IT,155.5.190.32,2.33.133.39,7547,47123
Traffic Log,IT,141.190.121.217,2.33.133.13,7547,39948
Traffic Log,IT,143.46.106.253,2.33.136.37,7547,3569
Traffic Log,IT,150.133.149.228,2.33.136.11,7547,34590
Traffic Log,IT,143.46.133.242,2.33.134.79,7547,41395
Traffic Log,IT,155.6.168.155,2.33.132.244,7547,5725
Traffic Log,IT,150.149.22.122,2.33.136.89,7547,62943
Traffic Log,IT,155.5.111.229,2.33.132.195,7547,63589
Traffic Log,IT,143.213.5.255,2.33.134.79,7547,41395
Traffic Log,IT,155.5.43.51,2.33.135.89,7547,39471
Traffic Log,IT,143.212.218.14,2.33.139.71,7547,43812
Traffic Log,IT,155.5.143.231,2.33.136.12,7547,27720
Traffic Log,IT,155.6.175.27,2.33.135.89,7547,39471
Traffic Log,IT,143.214.83.138,2.33.135.89,7547,39471
Traffic Log,IT,143.214.99.16,2.33.133.80,7547,10766
Traffic Log,IT,150.133.180.179,2.33.136.11,7547,47509
Traffic Log,IT,143.45.175.178,2.33.136.11,7547,47167
Traffic Log,IT,143.45.92.4,2.33.132.12,7547,61801
Traffic Log,IT,143.46.73.0,2.33.139.71,7547,25621
Traffic Log,IT,141.190.176.172,2.33.138.21,7547,32949
Traffic Log,IT,155.6.109.98,2.33.133.45,7547,2306
Traffic Log,IT,143.213.132.26,2.33.136.35,7547,43205
Traffic Log,IT,141.190.200.136,2.33.136.11,7547,22477
Traffic Log,IT,143.212.167.154,2.33.134.173,7547,49344
Traffic Log,IT,150.133.200.156,2.33.135.194,7547,46859
Traffic Log,IT,155.5.230.253,2.33.134.72,7547,41395
Traffic Log,IT,141.190.162.44,2.33.134.195,7547,33740
Traffic Log,IT,155.5.43.51,2.33.135.89,7547,39471
Traffic Log,IT,150.137.23.3,2.33.135.89,7547,41394
Traffic Log,IT,143.213.138.226,2.33.134.125,7547,59905
Traffic Log,IT,143.214.88.40,2.33.136.89,7547,62943
Traffic Log,IT,143.213.67.62,2.33.136.6,7547,41958
Traffic Log,IT,143.46.132.1,2.33.136.89,7547,56069
Traffic Log,IT,143.214.123.121,2.33.136.6,7547,53844
Traffic Log,IT,155.6.231.69,2.33.131.181,7547,60010
Traffic Log,IT,150.137.4.162,2.33.136.12,7547,37778
Traffic Log,IT,143.214.23.253,2.33.136.17,7547,3403
Traffic Log,IT,150.133.146.72,2.33.133.39,7547,23388
Traffic Log,IT,143.213.141.210,2.33.134.72,7547,41395
Traffic Log,IT,143.212.75.117,2.33.134.160,7547,58182
Traffic Log,IT,143.46.64.215,2.33.137.240,7547,20814
Traffic Log,IT,143.45.27.35,2.33.131.230,7547,33391
Traffic Log,IT,143.212.107.79,2.33.136.59,7547,62810
Traffic Log,IT,150.137.254.78,2.33.135.76,7547,62899
Traffic Log,IT,143.46.125.41,2.33.136.11,7547,59427
Traffic Log,IT,150.137.200.60,2.33.133.13,7547,33624
Traffic Log,IT,155.5.196.88,2.33.132.55,7547,9561
Traffic Log,IT,141.190.148.139,2.33.135.238,7547,53231
Traffic Log,IT,143.213.61.75,2.33.134.157,7547,38609
Traffic Log,IT,150.133.76.173,2.33.139.68,7547,62416
Traffic Log,IT,143.45.255.156,2.33.134.157,7547,41395
Traffic Log,IT,143.212.249.18,2.33.133.13,7547,34306
Traffic Log,IT,141.190.255.236,2.33.136.17,7547,3403
Traffic Log,IT,155.5.235.230,2.33.139.104,7547,53178
Traffic Log,IT,150.137.86.135,2.33.140.65,7547,25977
Traffic Log,IT,143.45.189.79,2.33.140.65,7547,25977
Traffic Log,IT,143.213.41.50,2.33.143.194,7547,43056
Traffic Log,IT,141.190.242.248,2.33.139.167,7547,19114
Traffic Log,IT,143.212.150.171,2.33.141.92,7547,3527
Traffic Log,IT,143.213.125.157,2.33.146.252,7547,60610
Traffic Log,IT,143.213.111.251,2.33.145.182,7547,59012
Traffic Log,IT,141.190.123.25,2.33.144.139,7547,5477
Traffic Log,IT,150.137.40.86,2.33.139.217,7547,25413
Traffic Log,IT,143.46.238.188,2.33.139.72,7547,19568
Traffic Log,IT,155.5.167.218,2.33.146.21,7547,16560
Traffic Log,IT,155.6.144.162,2.33.139.252,7547,57231
Traffic Log,IT,155.6.65.47,2.33.141.92,7547,21539
Traffic Log,IT,155.5.157.39,2.33.143.194,7547,43056
Traffic Log,IT,143.46.128.171,2.33.139.147,7547,53433
Traffic Log,IT,143.212.54.57,2.33.140.65,7547,25977
Traffic Log,IT,150.137.131.2,2.33.140.93,7547,46273
Traffic Log,IT,143.46.81.164,2.33.139.104,7547,2465
Traffic Log,IT,141.190.159.41,2.33.144.115,7547,11869
Traffic Log,IT,155.5.36.187,2.33.139.250,7547,4868
Traffic Log,IT,143.45.156.235,2.33.145.166,7547,2405
Traffic Log,IT,143.46.160.75,2.33.139.159,7547,4848
Traffic Log,IT,141.190.130.138,2.33.139.250,7547,64848
Traffic Log,IT,155.5.58.244,2.33.140.106,7547,39383
Traffic Log,IT,143.46.151.199,2.33.141.188,7547,8708
Traffic Log,IT,141.190.49.112,2.33.139.250,7547,52219
Traffic Log,IT,143.46.61.221,2.33.139.217,7547,35154
Traffic Log,IT,143.214.224.190,2.33.140.76,7547,46046
Traffic Log,IT,143.45.204.121,2.33.139.180,7547,60737
Traffic Log,IT,155.5.214.30,2.33.146.2,7547,44553
Traffic Log,IT,143.214.228.132,2.33.144.160,7547,31332
Traffic Log,IT,143.45.246.189,2.33.139.180,7547,62899
Traffic Log,IT,143.214.185.222,2.33.145.215,7547,61818
Traffic Log,IT,150.133.147.229,2.33.139.92,7547,19782
Traffic Log,IT,150.133.117.65,2.33.145.154,7547,58907
Traffic Log,IT,143.45.188.160,2.33.147.22,7547,57752
Traffic Log,IT,143.213.238.132,2.33.145.137,7547,17370
Traffic Log,IT,141.190.22.12,2.33.146.208,7547,44447
Traffic Log,IT,143.213.183.217,2.33.139.159,7547,21979
Traffic Log,IT,143.46.146.120,2.33.141.131,7547,20671
Traffic Log,IT,150.133.210.139,2.33.139.123,7547,24765
Traffic Log,IT,143.45.228.9,2.33.139.123,7547,62153
Traffic Log,IT,143.214.20.82,2.33.140.114,7547,48203
Traffic Log,IT,155.5.105.55,2.33.144.139,7547,13598
Traffic Log,IT,155.5.160.11,2.33.144.47,7547,19493
Traffic Log,IT,141.190.183.170,2.33.143.194,7547,43056
Traffic Log,IT,150.133.202.137,2.33.139.204,7547,30644
Traffic Log,IT,143.45.235.15,2.33.140.65,7547,25977
Traffic Log,IT,141.190.26.35,2.33.139.92,7547,16636
Traffic Log,IT,143.213.208.180,2.33.139.207,7547,38958
Traffic Log,IT,143.45.172.99,2.33.143.194,7547,43056
Traffic Log,IT,143.214.74.245,2.33.139.117,7547,43254
Traffic Log,IT,143.214.40.75,2.33.143.194,7547,43056
Traffic Log,IT,150.137.201.209,2.33.145.166,7547,32660
Traffic Log,IT,150.133.180.21,2.33.143.194,7547,43056
Traffic Log,IT,155.6.151.3,2.33.140.126,7547,5810
Traffic Log,IT,141.190.255.85,2.33.139.104,7547,4974
Traffic Log,IT,150.149.13.119,2.33.144.92,7547,54805
Traffic Log,IT,143.46.50.195,2.33.140.106,7547,37453
Traffic Log,IT,143.214.83.89,2.33.141.92,7547,25373
Traffic Log,IT,141.190.157.218,2.33.143.194,7547,43056
Traffic Log,IT,150.133.101.134,2.33.140.126,7547,20043
Traffic Log,IT,155.6.200.211,2.33.141.92,7547,37785
Traffic Log,IT,143.213.49.38,2.33.141.92,7547,37785
Traffic Log,IT,143.213.87.0,2.33.141.92,7547,57260
Traffic Log,IT,143.46.19.10,2.33.141.76,7547,33349
Traffic Log,IT,155.5.31.250,2.33.144.108,7547,61598
Traffic Log,IT,143.213.185.192,2.33.140.106,7547,30054
Traffic Log,IT,143.214.213.36,2.33.140.76,7547,22892
Traffic Log,IT,143.45.229.251,2.33.144.139,7547,47667
Traffic Log,IT,143.214.145.91,2.33.140.83,7547,9729
Traffic Log,IT,150.137.168.66,2.33.145.137,7547,54952
Traffic Log,IT,141.190.116.16,2.33.144.45,7547,47341
Traffic Log,IT,150.137.136.158,2.33.141.131,7547,14307
Traffic Log,IT,155.6.50.202,2.33.140.106,7547,6055
Traffic Log,IT,155.6.174.250,2.33.139.90,7547,41070
Traffic Log,IT,143.213.111.88,2.33.144.170,7547,50094
Traffic Log,IT,155.6.8.81,2.33.144.108,7547,64433
Traffic Log,IT,143.46.55.140,2.33.139.117,7547,34651
Traffic Log,IT,143.45.221.154,2.33.143.194,7547,43056
Traffic Log,IT,143.213.142.176,2.33.139.111,7547,1667
Traffic Log,IT,155.5.86.168,2.33.146.247,7547,12378
Traffic Log,IT,143.46.235.99,2.33.144.108,7547,27160
Traffic Log,IT,155.5.58.88,2.33.141.185,7547,47256
Traffic Log,IT,143.45.78.166,2.33.140.117,7547,41075
Traffic Log,IT,150.133.230.168,2.33.146.247,7547,12378
Traffic Log,IT,150.133.73.233,2.33.140.65,7547,25977
Traffic Log,IT,150.133.202.197,2.33.145.134,7547,26037
Traffic Log,IT,155.5.28.198,2.33.143.194,7547,43056
Traffic Log,IT,150.137.107.64,2.33.145.182,7547,4247
Traffic Log,IT,143.213.247.0,2.33.139.159,7547,64277
Traffic Log,IT,141.190.173.41,2.33.140.65,7547,25977
Traffic Log,IT,150.133.148.2,2.33.141.92,7547,24596
Traffic Log,IT,155.5.76.159,2.33.145.137,7547,54952
Traffic Log,IT,143.212.2.130,2.33.146.208,7547,44447
Traffic Log,IT,141.190.45.133,2.33.145.137,7547,54952
Traffic Log,IT,143.212.55.249,2.33.141.65,7547,56692
Traffic Log,IT,143.214.199.161,2.33.145.243,7547,44057
Traffic Log,IT,143.46.116.249,2.33.139.160,7547,38037
Traffic Log,IT,143.213.159.155,2.33.139.216,7547,38958
Traffic Log,IT,150.137.126.60,2.33.146.204,7547,34897
Traffic Log,IT,143.46.225.0,2.33.141.92,7547,37785
Traffic Log,IT,143.45.44.70,2.33.140.65,7547,25977
Traffic Log,IT,143.212.6.88,2.33.139.92,7547,59985
Traffic Log,IT,143.214.225.89,2.33.145.137,7547,54952
Traffic Log,IT,143.212.121.119,2.33.140.83,7547,64303
Traffic Log,IT,150.137.222.235,2.33.139.252,7547,60794
Traffic Log,IT,141.190.146.206,2.33.139.123,7547,52895
Traffic Log,IT,143.213.230.82,2.33.144.27,7547,25867
Traffic Log,IT,141.190.84.64,2.33.143.194,7547,43056
Traffic Log,IT,143.45.81.217,2.33.140.121,7547,39736
Traffic Log,IT,143.212.43.252,2.33.145.212,7547,6869
Traffic Log,IT,143.213.79.68,2.33.143.194,7547,43056
Traffic Log,IT,141.190.201.108,2.33.140.93,7547,46273
Traffic Log,IT,150.137.147.89,2.33.141.188,7547,8708
Traffic Log,IT,143.212.75.167,2.33.145.166,7547,8413
Traffic Log,IT,141.190.163.193,2.33.141.92,7547,65157
Traffic Log,IT,141.190.103.184,2.33.139.190,7547,51253
Traffic Log,IT,150.137.122.198,2.33.139.167,7547,15727
Traffic Log,IT,150.137.118.119,2.33.140.65,7547,25977
Traffic Log,IT,143.213.141.194,2.33.143.194,7547,43056
Traffic Log,IT,143.213.81.172,2.33.141.92,7547,25373
Traffic Log,IT,143.46.184.253,2.33.139.167,7547,19114
Traffic Log,IT,141.190.210.49,2.33.144.112,7547,25442
Traffic Log,IT,150.137.133.43,2.33.141.185,7547,47256
Traffic Log,IT,143.214.14.79,2.33.144.161,7547,64271
Traffic Log,IT,150.137.129.28,2.33.141.131,7547,3933
Traffic Log,IT,143.212.127.20,2.33.145.250,7547,61040
Traffic Log,IT,150.133.173.94,2.33.139.252,7547,57231
Traffic Log,IT,143.213.81.172,2.33.141.92,7547,25373
Traffic Log,IT,155.6.6.176,2.33.145.186,7547,14983
Traffic Log,IT,141.190.10.84,2.33.144.161,7547,64271
Traffic Log,IT,143.214.200.232,2.33.139.217,7547,16106
Traffic Log,IT,150.133.207.228,2.33.140.99,7547,11134
Traffic Log,IT,150.137.213.218,2.33.139.217,7547,25413
Traffic Log,IT,150.133.248.91,2.33.140.93,7547,25182
Traffic Log,IT,150.137.172.33,2.33.139.142,7547,3633
Traffic Log,IT,143.213.15.185,2.33.144.108,7547,49142
Traffic Log,IT,143.45.39.231,2.33.140.76,7547,54430
Traffic Log,IT,155.5.5.104,2.33.139.250,7547,26454
Traffic Log,IT,155.5.244.227,2.33.145.137,7547,54952
Traffic Log,IT,143.214.27.136,2.33.140.65,7547,25977
Traffic Log,IT,141.190.102.228,2.33.139.167,7547,37704
Traffic Log,IT,141.190.29.247,2.33.145.250,7547,41368
Traffic Log,IT,155.5.24.16,2.33.139.207,7547,38958
Traffic Log,IT,143.214.44.76,2.33.140.94,7547,3210
Traffic Log,IT,143.213.193.232,2.33.139.72,7547,46443
Traffic Log,IT,143.214.205.18,2.33.140.65,7547,25977
Traffic Log,IT,143.214.39.252,2.33.146.36,7547,17906
Traffic Log,IT,155.6.188.29,2.33.140.93,7547,19952
Traffic Log,IT,150.133.193.173,2.33.139.117,7547,30174
Traffic Log,IT,143.212.44.218,2.33.145.182,7547,47769
Traffic Log,IT,141.190.58.173,2.33.141.131,7547,23227
Traffic Log,IT,143.46.109.240,2.33.141.65,7547,60873
Traffic Log,IT,143.212.79.144,2.33.139.123,7547,38320
Traffic Log,IT,150.133.248.91,2.33.140.93,7547,25182
Traffic Log,IT,141.190.232.26,2.33.143.194,7547,43056
Traffic Log,IT,141.190.151.7,2.33.141.188,7547,45682
Traffic Log,IT,143.213.183.220,2.33.145.194,7547,27568
Traffic Log,IT,150.137.193.8,2.33.144.170,7547,2466
Traffic Log,IT,143.45.201.188,2.33.140.94,7547,10580
Traffic Log,IT,141.190.130.146,2.33.141.87,7547,34371
Traffic Log,IT,143.214.95.24,2.33.140.76,7547,54430
Traffic Log,IT,143.212.195.208,2.33.139.84,7547,10290
Traffic Log,IT,143.45.115.5,2.33.144.161,7547,5466
Traffic Log,IT,143.213.55.200,2.33.145.195,7547,23940
Traffic Log,IT,143.213.230.236,2.33.141.92,7547,57260
Traffic Log,IT,143.46.120.28,2.33.143.194,7547,43056
Traffic Log,IT,143.213.184.88,2.33.145.250,7547,41368
Traffic Log,IT,141.190.242.204,2.33.141.92,7547,25373
Traffic Log,IT,155.5.191.204,2.33.143.194,7547,43056
Traffic Log,IT,155.6.22.4,2.33.145.137,7547,17370
Traffic Log,IT,150.137.228.68,2.33.144.170,7547,50909
Traffic Log,IT,143.45.183.97,2.33.139.90,7547,29756
Traffic Log,IT,143.213.180.219,2.33.145.236,7547,48960
Traffic Log,IT,141.190.245.104,2.33.140.114,7547,14963
Traffic Log,IT,143.214.142.96,2.33.146.43,7547,24951
Traffic Log,IT,150.133.31.201,2.33.139.115,7547,24541
Traffic Log,IT,143.45.193.244,2.33.140.65,7547,25977
Traffic Log,IT,143.212.176.156,2.33.140.126,7547,20043
Traffic Log,IT,141.190.17.219,2.33.139.167,7547,15727
Traffic Log,IT,150.133.9.64,2.33.140.65,7547,25977
Traffic Log,IT,143.212.87.204,2.33.139.115,7547,24541
Traffic Log,IT,143.45.171.58,2.33.139.147,7547,28102
Traffic Log,IT,143.213.26.57,2.33.145.137,7547,54952
Traffic Log,IT,141.190.100.183,2.33.140.99,7547,65030
Traffic Log,IT,143.214.50.201,2.33.139.238,7547,48875
Traffic Log,IT,143.45.152.138,2.33.143.194,7547,43056
Traffic Log,IT,150.137.243.227,2.33.144.170,7547,48823
Traffic Log,IT,155.6.4.128,2.33.139.217,7547,25413
Traffic Log,IT,143.212.64.187,2.33.140.65,7547,25977
Traffic Log,IT,143.46.15.128,2.33.141.76,7547,33349
Traffic Log,IT,143.214.192.112,2.33.139.72,7547,46443
Traffic Log,IT,204.37.170.207,2.33.140.99,7547,30321
Traffic Log,IT,143.214.121.25,2.33.146.21,7547,16560
Traffic Log,IT,155.6.238.82,2.33.140.93,7547,8538
Traffic Log,IT,143.213.128.65,2.33.145.236,7547,10110
Traffic Log,IT,155.5.121.201,2.33.141.131,7547,17680
Traffic Log,IT,143.46.160.162,2.33.146.208,7547,60610
Traffic Log,IT,143.214.72.17,2.33.144.139,7547,33776
Traffic Log,IT,143.214.60.33,2.33.139.167,7547,15727
Traffic Log,IT,150.133.31.24,2.33.141.65,7547,60873
Traffic Log,IT,143.45.96.16,2.33.139.217,7547,25413
Traffic Log,IT,155.5.111.128,2.33.139.111,7547,22737
Traffic Log,IT,150.133.115.100,2.33.145.182,7547,4247
Traffic Log,IT,143.46.224.56,2.33.139.117,7547,46845
Traffic Log,IT,150.137.190.89,2.33.145.134,7547,13978
Traffic Log,IT,150.137.63.89,2.33.140.106,7547,44636
Traffic Log,IT,150.133.239.80,2.33.139.117,7547,3811
Traffic Log,IT,143.213.41.56,2.33.144.108,7547,64433
Traffic Log,IT,141.190.253.164,2.33.144.139,7547,45123
Traffic Log,IT,141.190.48.102,2.33.143.194,7547,43056
Traffic Log,IT,143.214.248.196,2.33.140.93,7547,24379
Traffic Log,IT,155.6.240.74,2.33.141.179,7547,31789
Traffic Log,IT,155.6.201.89,2.33.140.126,7547,20043
Traffic Log,IT,143.213.194.159,2.33.139.117,7547,17966
Traffic Log,IT,141.190.248.177,2.33.144.47,7547,50534
Traffic Log,IT,143.214.53.72,2.33.139.142,7547,3633
Traffic Log,IT,143.46.236.167,2.33.145.195,7547,8681
Traffic Log,IT,143.213.33.45,2.33.140.65,7547,25977
Traffic Log,IT,143.212.130.183,2.33.139.176,7547,38958
Traffic Log,IT,141.190.106.250,2.33.145.137,7547,54952
Traffic Log,IT,143.46.1.124,2.33.145.195,7547,36910
Traffic Log,IT,155.5.125.58,2.33.145.194,7547,60552
Traffic Log,IT,150.133.135.131,2.33.145.172,7547,15547
Traffic Log,IT,143.214.22.226,2.33.140.106,7547,48384
Traffic Log,IT,143.46.35.189,2.33.146.43,7547,3181
Traffic Log,IT,143.46.57.166,2.33.139.117,7547,3811
Traffic Log,IT,141.190.132.87,2.33.142.37,7547,13879
Traffic Log,IT,141.190.145.67,2.33.141.187,7547,43324
Traffic Log,IT,150.133.89.224,2.33.139.72,7547,1157
Traffic Log,IT,143.213.177.13,2.33.144.170,7547,48442
Traffic Log,IT,155.6.237.65,2.33.144.47,7547,11167
Traffic Log,IT,150.137.125.46,2.33.144.115,7547,11869
Traffic Log,IT,143.46.28.60,2.33.144.141,7547,51763
Traffic Log,IT,141.190.190.199,2.33.139.72,7547,46443
Traffic Log,IT,150.137.126.240,2.33.140.121,7547,20030
Traffic Log,IT,150.133.50.242,2.33.139.104,7547,26811
Traffic Log,IT,141.190.51.228,2.33.143.194,7547,43056
Traffic Log,IT,155.5.68.125,2.33.145.137,7547,54952
Traffic Log,IT,143.46.206.87,2.33.143.194,7547,43056
Traffic Log,IT,150.133.208.27,2.33.145.137,7547,54952
Traffic Log,IT,143.45.43.135,2.33.139.202,7547,31764
Traffic Log,IT,155.5.190.178,2.33.140.117,7547,15133
Traffic Log,IT,143.214.120.163,2.33.144.27,7547,31480
Traffic Log,IT,141.190.199.193,2.33.139.217,7547,25413
Traffic Log,IT,150.137.12.229,2.33.145.136,7547,40271
Traffic Log,IT,155.5.32.74,2.33.140.121,7547,5275
Traffic Log,IT,143.214.20.133,2.33.140.121,7547,8288
Traffic Log,IT,143.45.151.226,2.33.139.72,7547,56542
Traffic Log,IT,158.9.33.28,2.33.140.83,7547,2418
Traffic Log,IT,150.133.225.237,2.33.139.180,7547,25673
Traffic Log,IT,155.5.136.26,2.33.139.147,7547,24991
Traffic Log,IT,150.137.122.91,2.33.141.92,7547,37785
Traffic Log,IT,143.212.221.132,2.33.144.108,7547,57054
Traffic Log,IT,155.5.242.227,2.33.139.176,7547,38958
Traffic Log,IT,155.5.132.248,2.33.145.243,7547,3902
Traffic Log,IT,143.45.228.216,2.33.141.131,5555,3353
Traffic Log,IT,141.190.120.21,2.33.143.194,7547,43056
Traffic Log,IT,143.46.122.126,2.33.139.217,7547,25413
Traffic Log,IT,150.133.11.76,2.33.140.76,7547,39532
Traffic Log,IT,155.5.180.82,2.33.140.106,7547,37453
Traffic Log,IT,150.133.64.237,2.33.139.202,7547,57331
Traffic Log,IT,150.137.178.246,2.33.141.87,7547,47818
Traffic Log,IT,141.190.147.129,2.33.141.65,7547,56692
Traffic Log,IT,143.214.40.192,2.33.140.65,7547,25977
Traffic Log,IT,141.190.199.91,2.33.139.252,7547,60794
Traffic Log,IT,143.213.19.231,2.33.146.247,7547,43823
Traffic Log,IT,150.133.129.114,2.33.142.17,7547,33349
Traffic Log,IT,143.213.118.153,2.33.145.195,7547,8681
Traffic Log,IT,150.137.124.179,2.33.145.215,7547,7780
Traffic Log,IT,155.6.57.10,2.33.145.243,7547,35444
Traffic Log,IT,155.6.92.126,2.33.139.117,7547,63330
Traffic Log,IT,143.46.60.157,2.33.145.212,7547,29193
Traffic Log,IT,143.212.11.61,2.33.139.111,7547,5016
Traffic Log,IT,155.6.161.127,2.33.144.108,7547,16877
Traffic Log,IT,143.213.193.58,2.33.143.194,7547,43056
Traffic Log,IT,143.214.111.224,2.33.141.141,7547,22870
Traffic Log,IT,143.214.49.4,2.33.141.185,7547,14634
Traffic Log,IT,143.45.58.44,2.33.141.65,7547,56637
Traffic Log,IT,143.212.115.76,2.33.145.137,7547,54952
Traffic Log,IT,143.212.109.121,2.33.143.194,7547,43056
Traffic Log,IT,150.149.30.191,2.33.141.92,7547,15638
Traffic Log,IT,150.133.201.149,2.33.139.190,7547,55120
Traffic Log,IT,143.214.19.21,2.33.142.17,7547,33349
Traffic Log,IT,143.212.61.66,2.33.139.104,7547,64985
Traffic Log,IT,155.5.206.122,2.33.140.93,7547,30330
Traffic Log,IT,143.46.61.37,2.33.139.123,7547,24765
Traffic Log,IT,155.5.175.116,2.33.145.137,7547,17370
Traffic Log,IT,150.137.88.156,2.33.140.117,7547,15133
Traffic Log,IT,143.46.100.164,2.33.144.170,7547,58032
Traffic Log,IT,141.190.25.234,2.33.139.111,7547,20719
Traffic Log,IT,150.133.235.192,2.33.144.170,7547,50909
Traffic Log,IT,143.46.169.27,2.33.141.92,7547,25373
Traffic Log,IT,150.137.252.162,2.33.139.252,7547,7142
Traffic Log,IT,141.190.75.94,2.33.140.158,7547,60857
Traffic Log,IT,155.5.11.153,2.33.145.195,7547,40490
Traffic Log,IT,155.6.37.225,2.33.143.194,7547,43056
Traffic Log,IT,150.137.81.196,2.33.139.104,7547,2206
Traffic Log,IT,143.45.132.61,2.33.144.47,7547,30047
Traffic Log,IT,143.212.98.141,2.33.141.131,7547,23227
Traffic Log,IT,150.149.18.39,2.33.142.17,7547,33349
Traffic Log,IT,141.190.20.224,2.33.144.112,7547,25442
Traffic Log,IT,143.212.101.227,2.33.142.17,7547,33349
Traffic Log,IT,143.46.169.27,2.33.141.92,7547,25373
Traffic Log,IT,143.212.129.243,2.33.140.94,7547,38552
